Car_ID,Make,Model,Year,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP,image_url
2697,Acura,CL,2001,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,29980,https://source.unsplash.com/600x400/?Acura+CL+car
2698,Acura,CL,2001,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,27980,https://source.unsplash.com/600x400/?Acura+CL+car
2699,Acura,CL,2002,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,28030,https://source.unsplash.com/600x400/?Acura+CL+car
2700,Acura,CL,2002,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,30030,https://source.unsplash.com/600x400/?Acura+CL+car
2701,Acura,CL,2003,260.0,6.0,MANUAL,front wheel drive,"Factory Tuner, Luxury, Performance",Midsize,Coupe,26,17,204,32700,https://source.unsplash.com/600x400/?Acura+CL+car
2702,Acura,CL,2003,260.0,6.0,AUTOMATIC,front wheel drive,"Factory Tuner, Luxury, Performance",Midsize,Coupe,27,17,204,30550,https://source.unsplash.com/600x400/?Acura+CL+car
2703,Acura,CL,2003,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,30350,https://source.unsplash.com/600x400/?Acura+CL+car
2704,Acura,CL,2003,225.0,6.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Coupe,27,17,204,28200,https://source.unsplash.com/600x400/?Acura+CL+car
2705,Acura,CL,2003,260.0,6.0,MANUAL,front wheel drive,"Factory Tuner, Luxury, Performance",Midsize,Coupe,26,17,204,30550,https://source.unsplash.com/600x400/?Acura+CL+car
2706,Chevrolet,Classic,2004,140.0,4.0,AUTOMATIC,front wheel drive,,Midsize,Sedan,31,22,1385,19505,https://source.unsplash.com/600x400/?Chevrolet+Classic+car
2707,Chevrolet,Classic,2005,140.0,4.0,AUTOMATIC,front wheel drive,,Midsize,Sedan,31,22,1385,19690,https://source.unsplash.com/600x400/?Chevrolet+Classic+car
2708,Mercedes-Benz,CLK-Class,2007,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Compact,Convertible,25,17,617,54200,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2709,Mercedes-Benz,CLK-Class,2007,475.0,8.0,AUTOMATIC,rear wheel drive,"Factory Tuner, Luxury, High-Performance",Compact,Convertible,18,12,617,89200,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2710,Mercedes-Benz,CLK-Class,2007,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Compact,Coupe,25,17,617,46200,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2711,Mercedes-Benz,CLK-Class,2007,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Compact,Convertible,22,15,617,62900,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2712,Mercedes-Benz,CLK-Class,2007,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Compact,Coupe,22,15,617,54900,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2713,Mercedes-Benz,CLK-Class,2008,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Compact,Coupe,25,17,617,46450,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2714,Mercedes-Benz,CLK-Class,2008,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Compact,Coupe,22,15,617,55150,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2715,Mercedes-Benz,CLK-Class,2008,500.0,8.0,AUTOMATIC,rear wheel drive,"Factory Tuner, Luxury, High-Performance",Compact,Coupe,19,12,617,135000,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2716,Mercedes-Benz,CLK-Class,2008,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Compact,Convertible,21,15,617,63200,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2717,Mercedes-Benz,CLK-Class,2008,475.0,8.0,AUTOMATIC,rear wheel drive,"Factory Tuner, Luxury, High-Performance",Compact,Convertible,18,12,617,89500,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2718,Mercedes-Benz,CLK-Class,2008,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Compact,Convertible,25,17,617,54500,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2719,Mercedes-Benz,CLK-Class,2009,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Convertible,25,17,617,56100,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2720,Mercedes-Benz,CLK-Class,2009,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Convertible,21,15,617,64800,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2721,Mercedes-Benz,CLK-Class,2009,382.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Coupe,22,15,617,56800,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2722,Mercedes-Benz,CLK-Class,2009,268.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Coupe,25,17,617,48100,https://source.unsplash.com/600x400/?Mercedes-Benz+CLK-Class+car
2723,Mercedes-Benz,CLS-Class,2015,402.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,26,17,617,73200,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2724,Mercedes-Benz,CLS-Class,2015,577.0,8.0,AUTOMATIC,all wheel drive,"Factory Tuner, Luxury, High-Performance",Midsize,Sedan,22,16,617,106550,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2725,Mercedes-Benz,CLS-Class,2015,329.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,30,20,617,65990,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2726,Mercedes-Benz,CLS-Class,2015,329.0,6.0,AUTOMATIC,all wheel drive,"Luxury, Performance",Midsize,Sedan,28,20,617,68490,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2727,Mercedes-Benz,CLS-Class,2015,402.0,8.0,AUTOMATIC,all wheel drive,"Luxury, High-Performance",Midsize,Sedan,24,17,617,75700,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2728,Mercedes-Benz,CLS-Class,2016,329.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,30,20,617,66900,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2729,Mercedes-Benz,CLS-Class,2016,329.0,6.0,AUTOMATIC,all wheel drive,"Luxury, Performance",Midsize,Sedan,26,19,617,69400,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2730,Mercedes-Benz,CLS-Class,2016,577.0,8.0,AUTOMATIC,all wheel drive,"Factory Tuner, Luxury, High-Performance",Midsize,Sedan,22,16,617,107800,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2731,Mercedes-Benz,CLS-Class,2016,402.0,8.0,AUTOMATIC,all wheel drive,"Luxury, High-Performance",Midsize,Sedan,25,17,617,76600,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2732,Mercedes-Benz,CLS-Class,2016,402.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,26,17,617,74100,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2733,Mercedes-Benz,CLS-Class,2017,402.0,8.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,26,18,617,74850,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2734,Mercedes-Benz,CLS-Class,2017,402.0,8.0,AUTOMATIC,all wheel drive,"Luxury, High-Performance",Midsize,Sedan,25,17,617,77350,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2735,Mercedes-Benz,CLS-Class,2017,577.0,8.0,AUTOMATIC,all wheel drive,"Factory Tuner, Luxury, High-Performance",Midsize,Sedan,22,16,617,108900,https://source.unsplash.com/600x400/?Mercedes-Benz+CLS-Class+car
2736,Chevrolet,Cobalt,2008,148.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,33,24,1385,14410,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2737,Chevrolet,Cobalt,2008,148.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,33,24,1385,15120,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2738,Chevrolet,Cobalt,2008,260.0,4.0,MANUAL,front wheel drive,"Factory Tuner, High-Performance",Compact,Coupe,30,22,1385,22335,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2739,Chevrolet,Cobalt,2008,148.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,33,24,1385,14410,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2740,Chevrolet,Cobalt,2008,173.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,32,22,1385,19695,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2741,Chevrolet,Cobalt,2008,148.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,33,24,1385,15120,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2742,Chevrolet,Cobalt,2008,173.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,32,22,1385,19695,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2743,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,1385,16460,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2744,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,35,25,1385,15660,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2745,Chevrolet,Cobalt,2009,260.0,4.0,MANUAL,front wheel drive,"Factory Tuner, High-Performance",Compact,Coupe,30,22,1385,23425,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2746,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,1385,15660,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2747,Chevrolet,Cobalt,2009,260.0,4.0,MANUAL,front wheel drive,"Factory Tuner, Performance",Compact,Sedan,30,22,1385,23425,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2748,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,37,25,1385,14990,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2749,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,37,25,1385,14990,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2750,Chevrolet,Cobalt,2009,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,35,25,1385,16460,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2751,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,37,25,1385,15670,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2752,Chevrolet,Cobalt,2010,260.0,4.0,MANUAL,front wheel drive,"Factory Tuner, High-Performance",Compact,Coupe,30,22,1385,24535,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2753,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,37,25,1385,14990,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2754,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,37,25,1385,16470,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2755,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,37,25,1385,14990,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2756,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,37,25,1385,16470,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2757,Chevrolet,Cobalt,2010,155.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,37,25,1385,15670,https://source.unsplash.com/600x400/?Chevrolet+Cobalt+car
2758,Chevrolet,Colorado,2012,300.0,8.0,AUTOMATIC,rear wheel drive,Performance,Compact,Crew Cab Pickup,20,14,1385,28340,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2759,Chevrolet,Colorado,2012,242.0,5.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,23,17,1385,29480,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2760,Chevrolet,Colorado,2012,185.0,4.0,MANUAL,four wheel drive,,Compact,Extended Cab Pickup,24,18,1385,23030,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2761,Chevrolet,Colorado,2012,185.0,4.0,MANUAL,four wheel drive,,Compact,Regular Cab Pickup,24,18,1385,20980,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2762,Chevrolet,Colorado,2012,242.0,5.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,21,16,1385,30320,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2763,Chevrolet,Colorado,2012,242.0,5.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,23,17,1385,26160,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2764,Chevrolet,Colorado,2012,242.0,5.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,23,17,1385,27490,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2765,Chevrolet,Colorado,2012,185.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,25,18,1385,22955,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2766,Chevrolet,Colorado,2012,185.0,4.0,MANUAL,rear wheel drive,,Compact,Extended Cab Pickup,25,18,1385,19730,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2767,Chevrolet,Colorado,2012,185.0,4.0,AUTOMATIC,four wheel drive,,Compact,Regular Cab Pickup,23,17,1385,24440,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2768,Chevrolet,Colorado,2012,185.0,4.0,MANUAL,rear wheel drive,,Compact,Regular Cab Pickup,25,18,1385,17475,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2769,Chevrolet,Colorado,2012,185.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,25,18,1385,24285,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2770,Chevrolet,Colorado,2012,185.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,23,17,1385,26620,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2771,Chevrolet,Colorado,2012,185.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Regular Cab Pickup,25,18,1385,20370,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2772,Chevrolet,Colorado,2012,300.0,8.0,AUTOMATIC,rear wheel drive,Performance,Compact,Extended Cab Pickup,20,14,1385,27010,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2773,Chevrolet,Colorado,2012,242.0,5.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,21,16,1385,28460,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2774,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,25,19,1385,29220,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2775,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,27,20,1385,29550,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2776,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,26,18,1385,25850,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2777,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,26,18,1385,28630,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2778,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,27,20,1385,27110,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2779,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,27,20,1385,24330,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2780,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,25,19,1385,26885,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2781,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,30005,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2782,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,34415,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2783,Chevrolet,Colorado,2015,200.0,4.0,MANUAL,rear wheel drive,,Compact,Extended Cab Pickup,26,19,1385,21775,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2784,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,32085,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2785,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Crew Cab Pickup,26,18,1385,30785,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2786,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,32385,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2787,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,34115,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2788,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,27,20,1385,25170,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2789,Chevrolet,Colorado,2015,200.0,4.0,MANUAL,rear wheel drive,,Compact,Extended Cab Pickup,26,19,1385,20120,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2790,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,27,20,1385,27630,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2791,Chevrolet,Colorado,2015,305.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,24,17,1385,29705,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2792,Chevrolet,Colorado,2015,200.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,25,19,1385,31555,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2793,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,30665,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2794,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,32895,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2795,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,35000,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2796,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,30365,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2797,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,27,20,1385,28515,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2798,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,33195,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2799,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,25,19,1385,30030,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2800,Chevrolet,Colorado,2016,200.0,4.0,MANUAL,rear wheel drive,,Compact,Extended Cab Pickup,26,19,1385,20100,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2801,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,four wheel drive,,Compact,Extended Cab Pickup,25,19,1385,32440,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2802,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,26,18,1385,31670,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2803,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,26,18,1385,26510,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2804,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,27,20,1385,30435,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2805,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,four wheel drive,Diesel,Compact,Extended Cab Pickup,25,19,1385,27545,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2806,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,27,20,1385,24990,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2807,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,24,17,1385,35300,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2808,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,27,20,1385,27920,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2809,Chevrolet,Colorado,2016,200.0,4.0,MANUAL,rear wheel drive,Diesel,Compact,Extended Cab Pickup,26,19,1385,22435,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2810,Chevrolet,Colorado,2016,200.0,4.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,27,20,1385,25980,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2811,Chevrolet,Colorado,2016,305.0,6.0,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,26,18,1385,29440,https://source.unsplash.com/600x400/?Chevrolet+Colorado+car
2812,Dodge,Colt,1992,92.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,33,27,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2813,Dodge,Colt,1992,92.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,32,25,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2814,Dodge,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,28,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2815,Dodge,Colt,1993,113.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,31,23,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2816,Dodge,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,28,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2817,Dodge,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,36,28,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2818,Dodge,Colt,1994,113.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,30,23,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2819,Dodge,Colt,1994,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,28,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2820,Dodge,Colt,1994,113.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,30,23,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2821,Dodge,Colt,1994,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,28,1851,2000,https://source.unsplash.com/600x400/?Dodge+Colt+car
2822,Plymouth,Colt,1992,113.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,26,21,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2823,Plymouth,Colt,1992,92.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,32,25,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2824,Plymouth,Colt,1992,92.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,33,27,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2825,Plymouth,Colt,1992,113.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,26,21,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2826,Plymouth,Colt,1992,113.0,4.0,MANUAL,all wheel drive,,Compact,Wagon,24,19,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2827,Plymouth,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,28,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2828,Plymouth,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,28,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2829,Plymouth,Colt,1993,113.0,4.0,MANUAL,all wheel drive,,Compact,Wagon,24,19,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2830,Plymouth,Colt,1993,113.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,31,23,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2831,Plymouth,Colt,1993,92.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,36,28,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2832,Plymouth,Colt,1993,136.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,26,19,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2833,Plymouth,Colt,1993,113.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,26,21,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2834,Plymouth,Colt,1994,113.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,27,21,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2835,Plymouth,Colt,1994,136.0,4.0,MANUAL,front wheel drive,,Compact,Wagon,25,19,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2836,Plymouth,Colt,1994,136.0,4.0,MANUAL,all wheel drive,,Compact,Wagon,22,18,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2837,Plymouth,Colt,1994,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,28,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
2838,Plymouth,Colt,1994,92.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,28,535,2000,https://source.unsplash.com/600x400/?Plymouth+Colt+car
