Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,image_url
Toyota,Celica,2003,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031,18140,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2003,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,29,20,2031,22005,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2003,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,27,20,2031,22705,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,2031,17340,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,2031,19535,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,22935,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,24810,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22235,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031,18370,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,2031,17570,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031,20335,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,24110,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,2031,17670,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2005,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22335,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2005,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,23035,https://source.unsplash.com/600x400/?Toyota+Celica+car
Toyota,Celica,2005,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031,18470,https://source.unsplash.com/600x400/?Toyota+Celica+car
Buick,Century,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,155,21235,https://source.unsplash.com/600x400/?Buick+Century+car
Buick,Century,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,155,21815,https://source.unsplash.com/600x400/?Buick+Century+car
Buick,Century,2005,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,155,22040,https://source.unsplash.com/600x400/?Buick+Century+car
Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,31995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42595,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,35795,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,38795,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,22,13,1851,58295,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,45695,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,34995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,31995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,34995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,38995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,65945,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,35995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,35890,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,49195,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,36890,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851,62495,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,32890,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,39890,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,42795,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,43995,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,37390,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,40140,https://source.unsplash.com/600x400/?Dodge+Challenger+car
Dodge,Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,47995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,62295,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,33595,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1851,27995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,36595,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1851,32995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1851,30995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1851,27995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,50995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,36895,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,31,19,1851,31995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,33895,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,31,19,1851,30245,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,30,19,1851,27995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,34790,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,51145,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13,1851,65945,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1851,30245,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1851,29995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,39890,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,44995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1851,31995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15,1851,39995,https://source.unsplash.com/600x400/?Dodge+Charger+car
Chevrolet,Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,14,1385,2000,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,18,13,1385,2050,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,18,13,1385,2052,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Chevrolet,Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,18,13,1385,2116,https://source.unsplash.com/600x400/?Chevrolet+Chevy+Van+car
Oldsmobile,Ciera,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,26,17,26,2000,https://source.unsplash.com/600x400/?Oldsmobile+Ciera+car
Oldsmobile,Ciera,1996,regular unleaded,120.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,21,26,2000,https://source.unsplash.com/600x400/?Oldsmobile+Ciera+car
Oldsmobile,Ciera,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,26,18,26,2000,https://source.unsplash.com/600x400/?Oldsmobile+Ciera+car
Chrysler,Cirrus,1998,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,17,1013,2107,https://source.unsplash.com/600x400/?Chrysler+Cirrus+car
Chrysler,Cirrus,1999,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,17,1013,2202,https://source.unsplash.com/600x400/?Chrysler+Cirrus+car
Chrysler,Cirrus,2000,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,16,1013,2373,https://source.unsplash.com/600x400/?Chrysler+Cirrus+car
Chevrolet,City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,23515,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Chevrolet,City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,21955,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Chevrolet,City Express,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,23515,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Chevrolet,City Express,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,21955,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Chevrolet,City Express,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,22405,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Chevrolet,City Express,2017,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,23515,https://source.unsplash.com/600x400/?Chevrolet+City+Express+car
Honda,Civic CRX,1990,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic CRX,1990,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic CRX,1990,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,27,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic CRX,1991,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic CRX,1991,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic CRX,1991,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+CRX+car
Honda,Civic del Sol,1995,regular unleaded,102.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,30,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1995,regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,32,25,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1995,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2033,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1996,regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,29,2202,2000,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1996,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2213,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1996,regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,26,2202,2108,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1997,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2410,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1997,regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,2202,2142,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic del Sol,1997,regular unleaded,127.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,26,2202,2322,https://source.unsplash.com/600x400/?Honda+Civic+del+Sol+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,24340,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,41,31,2202,20040,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,19990,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,24590,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,27435,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,23090,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,2202,20390,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,22890,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,21190,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,25935,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24390,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,22840,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23290,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,27,2202,26740,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,26235,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,24735,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,19290,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,38,29,2202,21190,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,38,29,2202,24140,https://source.unsplash.com/600x400/?Honda+Civic+car
Honda,Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,2202,18290,https://source.unsplash.com/600x400/?Honda+Civic+car
